"id","playerstats_id","first","last","num","pos","import_status","height","weight","birthdate","birthplace","college","yrsteam","yrsleague","ros_status","created_at","season","season_type","games","touchdowns","points","two_point_points","total_singles","punt_singles","field_goal_singles","kickoff_singles","fumbles","fumbles_lost","fumble_return_yards","fumble_touchdowns","sked_id","week_name","week_short","week_id","game_num","game_date","date_tbd","time_tbd","game_status","away_team","away_initial","away_score1","away_score2","away_score3","away_score4","away_scoreOT","away_id","home_team","home_initial","home_score1","home_score2","home_score3","home_score4","home_scoreOT","home_id","attendance","sold_out","is_visible","culture"
2893,"138985","Weston","Dressler","7","4","1","5.07","179","1985-06-14","Bismarck, ND","North Dakota","8","8","3","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1125,"Week 1","01",5,"12","2002-06-28 19:00:00",0,0,"Final","Toronto","tor","15","0","0","0","0",7,"Winnipeg","wpg","39","0","0","0","0",5,"0",0,1,"en"
2893,"138985","Weston","Dressler","7","4","1","5.07","179","1985-06-14","Bismarck, ND","North Dakota","8","8","3","NULL",9,"reg",17,9,58,2,0,0,0,0,"NULL","NULL","NULL","NULL",1125,"Week 1","01",5,"12","2002-06-28 19:00:00",0,0,"Final","Toronto","tor","15","0","0","0","0",7,"Winnipeg","wpg","39","0","0","0","0",5,"0",0,1,"en"
2893,"138985","Weston","Dressler","7","4","1","5.07","179","1985-06-14","Bismarck, ND","North Dakota","8","8","3","NULL",13,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1125,"Week 1","01",5,"12","2002-06-28 19:00:00",0,0,"Final","Toronto","tor","15","0","0","0","0",7,"Winnipeg","wpg","39","0","0","0","0",5,"0",0,1,"en"
2893,"138985","Weston","Dressler","7","4","1","5.07","179","1985-06-14","Bismarck, ND","North Dakota","8","8","3","NULL",13,"reg",9,3,24,3,0,0,0,0,"NULL","NULL","NULL","NULL",1125,"Week 1","01",5,"12","2002-06-28 19:00:00",0,0,"Final","Toronto","tor","15","0","0","0","0",7,"Winnipeg","wpg","39","0","0","0","0",5,"0",0,1,"en"
2893,"138985","Weston","Dressler","7","4","1","5.07","179","1985-06-14","Bismarck, ND","North Dakota","8","8","3","NULL",14,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1125,"Week 1","01",5,"12","2002-06-28 19:00:00",0,0,"Final","Toronto","tor","15","0","0","0","0",7,"Winnipeg","wpg","39","0","0","0","0",5,"0",0,1,"en"
2893,"138985","Weston","Dressler","7","4","1","5.07","179","1985-06-14","Bismarck, ND","North Dakota","8","8","3","NULL",14,"reg",4,2,14,1,0,0,0,0,"NULL","NULL","NULL","NULL",1125,"Week 1","01",5,"12","2002-06-28 19:00:00",0,0,"Final","Toronto","tor","15","0","0","0","0",7,"Winnipeg","wpg","39","0","0","0","0",5,"0",0,1,"en"
2921,"129720","Quinton","Porter","15","1","1","6.05","228","1982-12-28","Portland, ME","Boston College","1","6","3","NULL",9,"pre",2,0,0,0,0,0,0,0,"1","NULL","NULL","NULL",1139,"Week 2","02",6,"19","2002-07-09 19:00:00",0,0,"Final","Toronto","tor","30","0","0","0","0",7,"BC","bc","22","0","0","0","0",1,"0",0,1,"en"
2929,"124182","Markeith","Knowlton","25","13","1","6.00","205","1983-04-06","Elaine, AR","North Texas","6","8","NULL","NULL",9,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1143,"Week 3","03",7,"21","2002-07-11 19:00:00",0,0,"Final","Winnipeg","wpg","24","0","0","0","0",5,"Ottawa","ott","25","0","0","0","0",8,"0",0,1,"en"
2929,"124182","Markeith","Knowlton","25","13","1","6.00","205","1983-04-06","Elaine, AR","North Texas","6","8","NULL","NULL",9,"reg",4,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1143,"Week 3","03",7,"21","2002-07-11 19:00:00",0,0,"Final","Winnipeg","wpg","24","0","0","0","0",5,"Ottawa","ott","25","0","0","0","0",8,"0",0,1,"en"
2953,"125907","Ricky","Foley","95","21","0","6.03","243","1982-06-09","Courtice, ON","York","4","11","3","NULL",9,"post",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1155,"Week 4","04",8,"27","2002-07-19 19:00:00",0,0,"Final","Edmonton","edm","11","0","0","0","0",3,"Saskatchewan","ssk","45","0","0","0","0",4,"0",0,1,"en"
2953,"125907","Ricky","Foley","95","21","0","6.03","243","1982-06-09","Courtice, ON","York","4","11","3","NULL",9,"reg",17,0,0,0,0,0,0,0,"NULL","NULL","21","NULL",1155,"Week 4","04",8,"27","2002-07-19 19:00:00",0,0,"Final","Edmonton","edm","11","0","0","0","0",3,"Saskatchewan","ssk","45","0","0","0","0",4,"0",0,1,"en"
2953,"125907","Ricky","Foley","95","21","0","6.03","243","1982-06-09","Courtice, ON","York","4","11","3","NULL",13,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1155,"Week 4","04",8,"27","2002-07-19 19:00:00",0,0,"Final","Edmonton","edm","11","0","0","0","0",3,"Saskatchewan","ssk","45","0","0","0","0",4,"0",0,1,"en"
2953,"125907","Ricky","Foley","95","21","0","6.03","243","1982-06-09","Courtice, ON","York","4","11","3","NULL",13,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1155,"Week 4","04",8,"27","2002-07-19 19:00:00",0,0,"Final","Edmonton","edm","11","0","0","0","0",3,"Saskatchewan","ssk","45","0","0","0","0",4,"0",0,1,"en"
2953,"125907","Ricky","Foley","95","21","0","6.03","243","1982-06-09","Courtice, ON","York","4","11","3","NULL",13,"reg",17,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1155,"Week 4","04",8,"27","2002-07-19 19:00:00",0,0,"Final","Edmonton","edm","11","0","0","0","0",3,"Saskatchewan","ssk","45","0","0","0","0",4,"0",0,1,"en"
2953,"125907","Ricky","Foley","95","21","0","6.03","243","1982-06-09","Courtice, ON","York","4","11","3","NULL",14,"reg",4,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1155,"Week 4","04",8,"27","2002-07-19 19:00:00",0,0,"Final","Edmonton","edm","11","0","0","0","0",3,"Saskatchewan","ssk","45","0","0","0","0",4,"0",0,1,"en"
2965,"143295","Mike","Bradwell","88","4","0","6.03","197","1986-07-11","Toronto, ON","McMaster","6","6","3","NULL",9,"reg",7,1,6,0,0,0,0,0,"NULL","NULL","NULL","NULL",1161,"Week 5","05",9,"30","2002-07-25 19:00:00",0,0,"Final","Saskatchewan","ssk","21","0","0","0","0",4,"Calgary","cgy","26","0","0","0","0",2,"0",0,1,"en"
2965,"143295","Mike","Bradwell","88","4","0","6.03","197","1986-07-11","Toronto, ON","McMaster","6","6","3","NULL",13,"reg",14,2,12,0,0,0,0,0,"NULL","NULL","NULL","NULL",1161,"Week 5","05",9,"30","2002-07-25 19:00:00",0,0,"Final","Saskatchewan","ssk","21","0","0","0","0",4,"Calgary","cgy","26","0","0","0","0",2,"0",0,1,"en"
2993,"142781","Brandon","Smith","28","11","1","5.10","186","1984-08-21","Oakland, CA","Sacramento State","8","8","3","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1175,"Week 7","07",11,"37","2002-08-07 19:00:00",0,0,"Final","Hamilton","ham","5","0","0","0","0",6,"Edmonton","edm","33","0","0","0","0",3,"0",0,1,"en"
2993,"142781","Brandon","Smith","28","11","1","5.10","186","1984-08-21","Oakland, CA","Sacramento State","8","8","3","NULL",9,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1175,"Week 7","07",11,"37","2002-08-07 19:00:00",0,0,"Final","Hamilton","ham","5","0","0","0","0",6,"Edmonton","edm","33","0","0","0","0",3,"0",0,1,"en"
2993,"142781","Brandon","Smith","28","11","1","5.10","186","1984-08-21","Oakland, CA","Sacramento State","8","8","3","NULL",9,"reg",16,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1175,"Week 7","07",11,"37","2002-08-07 19:00:00",0,0,"Final","Hamilton","ham","5","0","0","0","0",6,"Edmonton","edm","33","0","0","0","0",3,"0",0,1,"en"
2993,"142781","Brandon","Smith","28","11","1","5.10","186","1984-08-21","Oakland, CA","Sacramento State","8","8","3","NULL",13,"post",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1175,"Week 7","07",11,"37","2002-08-07 19:00:00",0,0,"Final","Hamilton","ham","5","0","0","0","0",6,"Edmonton","edm","33","0","0","0","0",3,"0",0,1,"en"
2993,"142781","Brandon","Smith","28","11","1","5.10","186","1984-08-21","Oakland, CA","Sacramento State","8","8","3","NULL",13,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1175,"Week 7","07",11,"37","2002-08-07 19:00:00",0,0,"Final","Hamilton","ham","5","0","0","0","0",6,"Edmonton","edm","33","0","0","0","0",3,"0",0,1,"en"
2993,"142781","Brandon","Smith","28","11","1","5.10","186","1984-08-21","Oakland, CA","Sacramento State","8","8","3","NULL",13,"reg",18,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1175,"Week 7","07",11,"37","2002-08-07 19:00:00",0,0,"Final","Hamilton","ham","5","0","0","0","0",6,"Edmonton","edm","33","0","0","0","0",3,"0",0,1,"en"
2993,"142781","Brandon","Smith","28","11","1","5.10","186","1984-08-21","Oakland, CA","Sacramento State","8","8","3","NULL",14,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1175,"Week 7","07",11,"37","2002-08-07 19:00:00",0,0,"Final","Hamilton","ham","5","0","0","0","0",6,"Edmonton","edm","33","0","0","0","0",3,"0",0,1,"en"
2993,"142781","Brandon","Smith","28","11","1","5.10","186","1984-08-21","Oakland, CA","Sacramento State","8","8","3","NULL",14,"reg",5,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1175,"Week 7","07",11,"37","2002-08-07 19:00:00",0,0,"Final","Hamilton","ham","5","0","0","0","0",6,"Edmonton","edm","33","0","0","0","0",3,"0",0,1,"en"
3001,"139075","Charleston","Hughes","39","21","1","6.01","250","1983-12-14","Saginaw, MI","Northwood University","8","8","3","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1179,"Week 7","07",11,"39","2002-08-08 19:00:00",0,0,"Final","Toronto","tor","11","0","0","0","0",7,"Calgary","cgy","31","0","0","0","0",2,"0",0,1,"en"
3001,"139075","Charleston","Hughes","39","21","1","6.01","250","1983-12-14","Saginaw, MI","Northwood University","8","8","3","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1179,"Week 7","07",11,"39","2002-08-08 19:00:00",0,0,"Final","Toronto","tor","11","0","0","0","0",7,"Calgary","cgy","31","0","0","0","0",2,"0",0,1,"en"
3001,"139075","Charleston","Hughes","39","21","1","6.01","250","1983-12-14","Saginaw, MI","Northwood University","8","8","3","NULL",9,"reg",16,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1179,"Week 7","07",11,"39","2002-08-08 19:00:00",0,0,"Final","Toronto","tor","11","0","0","0","0",7,"Calgary","cgy","31","0","0","0","0",2,"0",0,1,"en"
3001,"139075","Charleston","Hughes","39","21","1","6.01","250","1983-12-14","Saginaw, MI","Northwood University","8","8","3","NULL",13,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1179,"Week 7","07",11,"39","2002-08-08 19:00:00",0,0,"Final","Toronto","tor","11","0","0","0","0",7,"Calgary","cgy","31","0","0","0","0",2,"0",0,1,"en"
3001,"139075","Charleston","Hughes","39","21","1","6.01","250","1983-12-14","Saginaw, MI","Northwood University","8","8","3","NULL",13,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1179,"Week 7","07",11,"39","2002-08-08 19:00:00",0,0,"Final","Toronto","tor","11","0","0","0","0",7,"Calgary","cgy","31","0","0","0","0",2,"0",0,1,"en"
3001,"139075","Charleston","Hughes","39","21","1","6.01","250","1983-12-14","Saginaw, MI","Northwood University","8","8","3","NULL",13,"reg",11,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1179,"Week 7","07",11,"39","2002-08-08 19:00:00",0,0,"Final","Toronto","tor","11","0","0","0","0",7,"Calgary","cgy","31","0","0","0","0",2,"0",0,1,"en"
3001,"139075","Charleston","Hughes","39","21","1","6.01","250","1983-12-14","Saginaw, MI","Northwood University","8","8","3","NULL",14,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1179,"Week 7","07",11,"39","2002-08-08 19:00:00",0,0,"Final","Toronto","tor","11","0","0","0","0",7,"Calgary","cgy","31","0","0","0","0",2,"0",0,1,"en"
3001,"139075","Charleston","Hughes","39","21","1","6.01","250","1983-12-14","Saginaw, MI","Northwood University","8","8","3","NULL",14,"reg",5,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1179,"Week 7","07",11,"39","2002-08-08 19:00:00",0,0,"Final","Toronto","tor","11","0","0","0","0",7,"Calgary","cgy","31","0","0","0","0",2,"0",0,1,"en"
3013,"141168","Ben","Archibald","65","8","1","6.04","322","1978-08-26","Tacoma, WA","Brigham Young","4","7","15","NULL",9,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1185,"Week 8","08",12,"42","2002-08-15 19:00:00",0,0,"Final","Calgary","cgy","23","0","0","0","0",2,"Montreal","mtl","38","0","0","0","0",9,"0",0,1,"en"
3049,"157735","Marcus","Henry","16","4","1","6.05","224","1986-02-21","Hinesville, GA","Kansas","1","4","9","NULL",9,"reg",12,1,6,0,0,0,0,0,"NULL","NULL","NULL","NULL",1203,"Week 10","10",14,"51","2002-08-30 19:00:00",0,0,"Final","BC","bc","28","0","0","0","0",1,"Ottawa","ott","4","0","0","0","0",8,"0",0,1,"en"
3049,"157735","Marcus","Henry","16","4","1","6.05","224","1986-02-21","Hinesville, GA","Kansas","1","4","9","NULL",13,"pre",2,1,6,0,0,0,0,0,"NULL","NULL","NULL","NULL",1203,"Week 10","10",14,"51","2002-08-30 19:00:00",0,0,"Final","BC","bc","28","0","0","0","0",1,"Ottawa","ott","4","0","0","0","0",8,"0",0,1,"en"
3049,"157735","Marcus","Henry","16","4","1","6.05","224","1986-02-21","Hinesville, GA","Kansas","1","4","9","NULL",13,"reg",17,2,12,0,0,0,0,0,"NULL","NULL","NULL","NULL",1203,"Week 10","10",14,"51","2002-08-30 19:00:00",0,0,"Final","BC","bc","28","0","0","0","0",1,"Ottawa","ott","4","0","0","0","0",8,"0",0,1,"en"
3049,"157735","Marcus","Henry","16","4","1","6.05","224","1986-02-21","Hinesville, GA","Kansas","1","4","9","NULL",14,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1203,"Week 10","10",14,"51","2002-08-30 19:00:00",0,0,"Final","BC","bc","28","0","0","0","0",1,"Ottawa","ott","4","0","0","0","0",8,"0",0,1,"en"
3105,"143643","Caesar","Rayford","99","21","1","6.07","285","1986-03-04","Leesville, LA","Washington","1","2","NULL","NULL",13,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1231,"Week 13","13",17,"65","2002-09-22 19:00:00",0,0,"Final","Calgary","cgy","26","0","0","0","0",2,"Ottawa","ott","22","0","0","0","0",8,"0",0,1,"en"
3133,"143278","Keith","Shologan","74","21","0","6.02","290","1985-11-26","Spruce Grove, AB","Central Florida","6","6","3","NULL",9,"post",3,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1245,"Week 15","15",19,"72","2002-10-05 19:00:00",0,0,"Final","BC","bc","23","0","0","0","0",1,"Toronto","tor","18","0","0","0","0",7,"0",0,1,"en"
3133,"143278","Keith","Shologan","74","21","0","6.02","290","1985-11-26","Spruce Grove, AB","Central Florida","6","6","3","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1245,"Week 15","15",19,"72","2002-10-05 19:00:00",0,0,"Final","BC","bc","23","0","0","0","0",1,"Toronto","tor","18","0","0","0","0",7,"0",0,1,"en"
3133,"143278","Keith","Shologan","74","21","0","6.02","290","1985-11-26","Spruce Grove, AB","Central Florida","6","6","3","NULL",9,"reg",15,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1245,"Week 15","15",19,"72","2002-10-05 19:00:00",0,0,"Final","BC","bc","23","0","0","0","0",1,"Toronto","tor","18","0","0","0","0",7,"0",0,1,"en"
3133,"143278","Keith","Shologan","74","21","0","6.02","290","1985-11-26","Spruce Grove, AB","Central Florida","6","6","3","NULL",13,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1245,"Week 15","15",19,"72","2002-10-05 19:00:00",0,0,"Final","BC","bc","23","0","0","0","0",1,"Toronto","tor","18","0","0","0","0",7,"0",0,1,"en"
3133,"143278","Keith","Shologan","74","21","0","6.02","290","1985-11-26","Spruce Grove, AB","Central Florida","6","6","3","NULL",13,"reg",10,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1245,"Week 15","15",19,"72","2002-10-05 19:00:00",0,0,"Final","BC","bc","23","0","0","0","0",1,"Toronto","tor","18","0","0","0","0",7,"0",0,1,"en"
3133,"143278","Keith","Shologan","74","21","0","6.02","290","1985-11-26","Spruce Grove, AB","Central Florida","6","6","3","NULL",14,"reg",5,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1245,"Week 15","15",19,"72","2002-10-05 19:00:00",0,0,"Final","BC","bc","23","0","0","0","0",1,"Toronto","tor","18","0","0","0","0",7,"0",0,1,"en"
3137,"158036","Tim","Cronk","36","3","0","6.00","248","1987-06-22","Kingston, ON","Bishop's","1","5","3","NULL",9,"reg",5,0,0,0,0,0,0,0,"1","NULL","NULL","NULL",1247,"Week 15","15",19,"73","2002-10-06 19:00:00",0,0,"Final","Edmonton","edm","37","0","0","0","0",3,"Ottawa","ott","34","0","0","0","0",8,"0",0,1,"en"
3137,"158036","Tim","Cronk","36","3","0","6.00","248","1987-06-22","Kingston, ON","Bishop's","1","5","3","NULL",14,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1247,"Week 15","15",19,"73","2002-10-06 19:00:00",0,0,"Final","Edmonton","edm","37","0","0","0","0",3,"Ottawa","ott","34","0","0","0","0",8,"0",0,1,"en"
3145,"143321","Don","Oramasionwu","93","15","0","6.02","290","1986-06-04","Winnipeg, MB","Manitoba","4","7","3","NULL",9,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1251,"Week 16","16",20,"75","2002-10-11 19:00:00",0,0,"Final","Calgary","cgy","14","0","0","0","0",2,"BC","bc","37","0","0","0","0",1,"0",0,1,"en"
3145,"143321","Don","Oramasionwu","93","15","0","6.02","290","1986-06-04","Winnipeg, MB","Manitoba","4","7","3","NULL",9,"reg",12,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1251,"Week 16","16",20,"75","2002-10-11 19:00:00",0,0,"Final","Calgary","cgy","14","0","0","0","0",2,"BC","bc","37","0","0","0","0",1,"0",0,1,"en"
3145,"143321","Don","Oramasionwu","93","15","0","6.02","290","1986-06-04","Winnipeg, MB","Manitoba","4","7","3","NULL",13,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1251,"Week 16","16",20,"75","2002-10-11 19:00:00",0,0,"Final","Calgary","cgy","14","0","0","0","0",2,"BC","bc","37","0","0","0","0",1,"0",0,1,"en"
3145,"143321","Don","Oramasionwu","93","15","0","6.02","290","1986-06-04","Winnipeg, MB","Manitoba","4","7","3","NULL",13,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1251,"Week 16","16",20,"75","2002-10-11 19:00:00",0,0,"Final","Calgary","cgy","14","0","0","0","0",2,"BC","bc","37","0","0","0","0",1,"0",0,1,"en"
3145,"143321","Don","Oramasionwu","93","15","0","6.02","290","1986-06-04","Winnipeg, MB","Manitoba","4","7","3","NULL",14,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1251,"Week 16","16",20,"75","2002-10-11 19:00:00",0,0,"Final","Calgary","cgy","14","0","0","0","0",2,"BC","bc","37","0","0","0","0",1,"0",0,1,"en"
3145,"143321","Don","Oramasionwu","93","15","0","6.02","290","1986-06-04","Winnipeg, MB","Manitoba","4","7","3","NULL",14,"reg",4,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1251,"Week 16","16",20,"75","2002-10-11 19:00:00",0,0,"Final","Calgary","cgy","14","0","0","0","0",2,"BC","bc","37","0","0","0","0",1,"0",0,1,"en"
3181,"143329","Pierre-Luc","Labbé","47","13","0","6.02","230","1984-05-14","Québec City, QC","Sherbrooke","6","6","15","NULL",9,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1269,"Week 18","18",22,"84","2002-10-26 19:00:00",0,0,"Final","Montreal","mtl","43","0","0","0","0",9,"Ottawa","ott","34","0","0","0","0",8,"0",0,1,"en"
3181,"143329","Pierre-Luc","Labbé","47","13","0","6.02","230","1984-05-14","Québec City, QC","Sherbrooke","6","6","15","NULL",9,"reg",13,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1269,"Week 18","18",22,"84","2002-10-26 19:00:00",0,0,"Final","Montreal","mtl","43","0","0","0","0",9,"Ottawa","ott","34","0","0","0","0",8,"0",0,1,"en"
3185,"143280","Brendon","LaBatte","57","9","0","6.04","304","1986-09-12","Weyburn, SK","Regina","4","8","3","NULL",13,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1271,"Week 18","18",22,"85","2002-10-27 19:00:00",0,0,"Final","Winnipeg","wpg","28","0","0","0","0",5,"Hamilton","ham","7","0","0","0","0",6,"0",0,1,"en"
3185,"143280","Brendon","LaBatte","57","9","0","6.04","304","1986-09-12","Weyburn, SK","Regina","4","8","3","NULL",13,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1271,"Week 18","18",22,"85","2002-10-27 19:00:00",0,0,"Final","Winnipeg","wpg","28","0","0","0","0",5,"Hamilton","ham","7","0","0","0","0",6,"0",0,1,"en"
3205,"158178","Patrick","Neufeld","53","9","0","6.06","312","1988-12-26","Regina, SK","Saskatchewan","3","5","3","NULL",9,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1281,"Week 19","19",23,"90","2002-11-03 19:00:00",0,0,"Final","Calgary","cgy","32","0","0","0","0",2,"Toronto","tor","33","0","0","0","0",7,"0",0,1,"en"
3233,"141968","Kevin","Scott","54","13","0","6.03","232","1983-07-17","Ottawa, ON","Queen's","1","5","15","NULL",9,"post",3,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1295,"Pre-Season A","A",1,"2","2001-06-20 19:00:00",0,0,"Final","Edmonton","edm","10","0","0","0","0",3,"Calgary","cgy","34","0","0","0","0",2,"0",0,1,"en"
3233,"141968","Kevin","Scott","54","13","0","6.03","232","1983-07-17","Ottawa, ON","Queen's","1","5","15","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1295,"Pre-Season A","A",1,"2","2001-06-20 19:00:00",0,0,"Final","Edmonton","edm","10","0","0","0","0",3,"Calgary","cgy","34","0","0","0","0",2,"0",0,1,"en"
3233,"141968","Kevin","Scott","54","13","0","6.03","232","1983-07-17","Ottawa, ON","Queen's","1","5","15","NULL",9,"reg",5,0,0,0,0,0,0,0,"1","NULL","NULL","NULL",1295,"Pre-Season A","A",1,"2","2001-06-20 19:00:00",0,0,"Final","Edmonton","edm","10","0","0","0","0",3,"Calgary","cgy","34","0","0","0","0",2,"0",0,1,"en"
3233,"141968","Kevin","Scott","54","13","0","6.03","232","1983-07-17","Ottawa, ON","Queen's","1","5","15","NULL",13,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1295,"Pre-Season A","A",1,"2","2001-06-20 19:00:00",0,0,"Final","Edmonton","edm","10","0","0","0","0",3,"Calgary","cgy","34","0","0","0","0",2,"0",0,1,"en"
3233,"141968","Kevin","Scott","54","13","0","6.03","232","1983-07-17","Ottawa, ON","Queen's","1","5","15","NULL",13,"reg",11,0,0,0,0,0,0,0,"1","NULL","NULL","NULL",1295,"Pre-Season A","A",1,"2","2001-06-20 19:00:00",0,0,"Final","Edmonton","edm","10","0","0","0","0",3,"Calgary","cgy","34","0","0","0","0",2,"0",0,1,"en"
3249,"145407","Keon","Raymond","25","11","1","5.10","198","1982-11-27","St. Louis, MO","Middle Tennessee St.","8","8","3","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1303,"Pre-Season B","B",2,"6","2001-06-26 19:00:00",0,0,"Final","Calgary","cgy","35","0","0","0","0",2,"BC","bc","28","0","0","0","0",1,"0",0,1,"en"
3249,"145407","Keon","Raymond","25","11","1","5.10","198","1982-11-27","St. Louis, MO","Middle Tennessee St.","8","8","3","NULL",9,"reg",15,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1303,"Pre-Season B","B",2,"6","2001-06-26 19:00:00",0,0,"Final","Calgary","cgy","35","0","0","0","0",2,"BC","bc","28","0","0","0","0",1,"0",0,1,"en"
3249,"145407","Keon","Raymond","25","11","1","5.10","198","1982-11-27","St. Louis, MO","Middle Tennessee St.","8","8","3","NULL",13,"post",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1303,"Pre-Season B","B",2,"6","2001-06-26 19:00:00",0,0,"Final","Calgary","cgy","35","0","0","0","0",2,"BC","bc","28","0","0","0","0",1,"0",0,1,"en"
3249,"145407","Keon","Raymond","25","11","1","5.10","198","1982-11-27","St. Louis, MO","Middle Tennessee St.","8","8","3","NULL",13,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1303,"Pre-Season B","B",2,"6","2001-06-26 19:00:00",0,0,"Final","Calgary","cgy","35","0","0","0","0",2,"BC","bc","28","0","0","0","0",1,"0",0,1,"en"
3249,"145407","Keon","Raymond","25","11","1","5.10","198","1982-11-27","St. Louis, MO","Middle Tennessee St.","8","8","3","NULL",13,"reg",15,1,6,0,0,0,0,0,"1","NULL","NULL","NULL",1303,"Pre-Season B","B",2,"6","2001-06-26 19:00:00",0,0,"Final","Calgary","cgy","35","0","0","0","0",2,"BC","bc","28","0","0","0","0",1,"0",0,1,"en"
3249,"145407","Keon","Raymond","25","11","1","5.10","198","1982-11-27","St. Louis, MO","Middle Tennessee St.","8","8","3","NULL",14,"reg",5,1,6,0,0,0,0,0,"NULL","NULL","NULL","NULL",1303,"Pre-Season B","B",2,"6","2001-06-26 19:00:00",0,0,"Final","Calgary","cgy","35","0","0","0","0",2,"BC","bc","28","0","0","0","0",1,"0",0,1,"en"
3269,"135432","Chris","Van Zeyl","54","9","0","6.06","312","1983-09-04","Fonthill, ON","McMaster","6","6","3","2011-08-19 17:03:31",9,"reg",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1313,"Week 1","01",5,"11","2001-07-06 19:00:00",0,0,"Final","Hamilton","ham","28","0","0","0","0",6,"Saskatchewan","ssk","30","0","0","0","0",4,"0",0,1,"en"
3269,"135432","Chris","Van Zeyl","54","9","0","6.06","312","1983-09-04","Fonthill, ON","McMaster","6","6","3","2011-08-19 17:03:31",13,"reg",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",1313,"Week 1","01",5,"11","2001-07-06 19:00:00",0,0,"Final","Hamilton","ham","28","0","0","0","0",6,"Saskatchewan","ssk","30","0","0","0","0",4,"0",0,1,"en"
